visitorid,total_views,total_addtocart,total_transactions,cluster
1078513,21,2,1,0
1078946,13,2,2,0
1079139,19,3,2,0
1079533,3,1,1,0
1079760,1,1,1,0
1079932,21,4,2,0
1079996,9,1,1,0
1080273,12,1,1,0
1080647,4,0,1,0
1080678,3,1,1,0
1080729,2,1,1,0
1080955,2,0,1,0
1081220,15,0,2,0
1081405,2,1,1,0
1081431,1,1,1,0
1081566,4,1,1,0
1081624,2,1,1,0
1081726,2,1,2,0
1081741,0,0,2,0
1081894,8,2,1,0
1081901,6,1,1,0
1082043,1,1,1,0
1082305,4,4,3,0
1082371,11,1,1,0
1082536,0,0,1,0
1082641,13,3,2,0
1082822,7,1,1,0
1082887,7,1,1,0
1083036,0,1,1,0
1083118,125,14,1,0
1083127,3,2,1,0
1083188,2,1,1,0
1083253,6,2,1,0
1083369,6,1,1,0
1083373,38,9,9,0
1083495,7,2,1,0
1083658,48,2,1,0
1083786,6,2,5,0
1083837,1,1,1,0
1083923,2,1,1,0
1084018,2,2,2,0
1084182,1,1,1,0
1084265,1,2,1,0
1084305,6,1,1,0
1084338,3,2,1,0
1084528,4,1,1,0
1084561,5,1,1,0
1084569,1,2,2,0
1084617,0,1,1,0
1084677,4,2,2,0
1084741,41,2,2,0
1084952,9,3,3,0
1085279,3,0,1,0
1085571,2,1,1,0
1085620,4,1,1,0
1085624,0,1,1,0
1085761,12,1,1,0
1085818,9,2,3,0
1085829,2,2,1,0
1085971,1,1,1,0
1086003,0,2,1,0
1086034,1,1,1,0
1086075,24,1,1,0
1086108,4,1,1,0
1086334,9,2,2,0
1086897,16,1,1,0
1086903,9,1,1,0
1086913,1,1,1,0
1086982,2,2,2,0
1087295,2,1,1,0
1087601,1,1,1,0
1088027,9,0,1,0
1088068,6,1,1,0
1088103,1,1,1,0
1088116,3,2,1,0
1088151,2,1,1,0
1088210,1,1,1,0
1088211,8,1,1,0
1088275,1,0,1,0
1088393,1,1,1,0
1088465,6,2,1,0
1088880,9,8,3,0
1088976,1,1,1,0
1089538,3,2,1,0
1089853,6,2,1,0
1089934,1,1,1,0
1089992,3,3,1,0
1090044,2,2,1,0
1090063,1,1,1,0
1090124,3,0,1,0
1090144,10,1,1,0
1090325,1,1,1,0
1090413,8,1,1,0
1090473,0,1,1,0
1090548,7,1,1,0
1090665,2,3,2,0
1090824,5,1,1,0
1090856,22,1,1,0
1090857,1,1,1,0
1090887,26,2,1,0
1091087,42,8,2,0
1091107,5,1,1,0
1091556,3,1,1,0
1091732,5,0,1,0
1091855,40,2,2,0
1092175,3,0,1,0
1092199,2,0,1,0
1092370,4,5,2,0
1092403,2,1,1,0
1092409,3,1,1,0
1092478,4,2,2,0
1092723,6,2,2,0
1092797,1,2,1,0
1093035,465,73,68,3
1093062,1,1,1,0
1093151,1,2,1,0
1093456,6,1,1,0
1093461,2,1,1,0
1093736,2,2,1,0
1093771,1,1,1,0
1093946,5,2,2,0
1094021,32,4,2,0
1094034,6,1,1,0
1094089,21,1,1,0
1094128,3,2,2,0
1094188,3,1,1,0
1094310,1,0,1,0
1094389,1,1,1,0
1094490,11,0,1,0
1094597,1,2,1,0
1094829,1,1,1,0
1095103,9,2,1,0
1095124,4,1,1,0
1095458,29,11,5,0
1095470,13,4,2,0
1095484,1,1,1,0
1095555,1,1,1,0
1095676,2,1,1,0
1096075,4,1,1,0
1096142,1,1,1,0
1096330,11,1,1,0
1096495,13,1,1,0
1096542,9,3,1,0
1096676,4,1,1,0
1096840,5,1,1,0
1097026,4,3,2,0
1097216,5,3,3,0
1097386,4,1,1,0
1097400,14,7,5,0
1097512,3,1,1,0
1097646,28,1,2,0
1097897,2,1,1,0
1098035,21,2,1,0
1098310,1,1,1,0
1098391,11,1,1,0
1098607,1,1,1,0
1098616,3,2,1,0
1098767,1,1,1,0
1098769,2,2,2,0
1098883,1,1,1,0
1098888,4,1,1,0
1098959,27,2,1,0
1099198,8,1,1,0
1099348,3,1,1,0
1099519,0,1,1,0
1099612,3,1,1,0
1099749,10,0,3,0
1099801,5,1,1,0
1099842,3,3,2,0
1099905,11,1,1,0
1099916,3,2,2,0
1100002,10,1,1,0
1100036,3,1,1,0
1100390,4,2,1,0
1100641,0,3,2,0
1100851,1,1,1,0
1100884,2,1,1,0
1100892,13,1,2,0
1100984,0,1,1,0
1101023,9,1,1,0
1101111,6,0,1,0
1101242,27,2,1,0
1101303,15,2,1,0
1101373,2,2,2,0
1101539,9,2,2,0
1101747,99,14,7,0
1101754,2,1,1,0
1101917,2,1,1,0
1102019,43,8,2,0
1102053,1,1,1,0
1102257,4,2,2,0
1102275,1,1,1,0
1102279,6,1,1,0
1102311,14,1,1,0
1102467,1,1,1,0
1102508,1,1,1,0
1102694,1,1,1,0
1102743,0,0,3,0
1102940,3,1,1,0
1103132,1,0,1,0
1103176,28,2,1,0
1103202,1,1,1,0
1103292,5,2,1,0
1103541,13,22,14,0
1103783,6,2,1,0
1103835,2,1,1,0
1103840,3,1,1,0
1103880,2,1,1,0
1103897,2,3,2,0
1103912,3,1,1,0
1103914,111,13,8,0
1104027,75,4,2,0
1104056,21,1,1,0
1104076,2,2,2,0
1104300,2,2,2,0
1104374,1,1,1,0
1104446,2,1,1,0
1104456,3,6,2,0
1104495,1,1,1,0
1104649,6,0,2,0
1104771,20,5,5,0
1104878,6,5,2,0
1104957,5,3,4,0
1105004,89,8,1,0
1105174,6,2,2,0
1105313,2,1,1,0
1105909,18,1,1,0
1105978,9,1,1,0
1106054,4,1,2,0
1106141,4,1,1,0
1106143,2,0,1,0
1106190,40,8,2,0
1106244,2,1,1,0
1106288,4,1,1,0
1106356,3,1,1,0
1106563,0,1,1,0
1106611,1,1,1,0
1106764,2,1,1,0
1106803,3,1,1,0
1106846,14,1,1,0
1107033,3,1,1,0
1107097,2,1,1,0
1107485,1,1,1,0
1107505,0,1,2,0
1107953,18,1,1,0
1107997,1,1,1,0
1108172,1,0,1,0
1108396,131,4,1,0
1108631,482,31,26,3
1108664,3,1,1,0
1108790,4,2,1,0
1108795,4,1,1,0
1108873,4,0,1,0
1108906,14,2,1,0
1108919,0,1,1,0
1109044,2,1,1,0
1109295,3,1,1,0
1109799,2,0,1,0
1109812,1,1,1,0
1109848,0,1,1,0
1109927,10,1,1,0
1109989,3,1,1,0
1110180,2,1,1,0
1110237,4,1,1,0
1110239,1,1,1,0
1110278,7,1,1,0
1110280,5,1,1,0
1110455,10,2,2,0
1110471,12,3,1,0
1110523,3,2,2,0
1110744,2,1,1,0
1110822,10,4,4,0
1110929,23,5,3,0
1110986,1,1,1,0
1110994,2,0,1,0
1111177,2,2,2,0
1111195,10,1,1,0
1111213,2,1,1,0
1111469,1,1,1,0
1111661,1,1,1,0
1111735,0,1,1,0
1111928,1,1,1,0
1112013,11,6,5,0
1112020,1,1,1,0
1112178,29,2,1,0
1112198,3,1,1,0
1112510,2,1,1,0
1112704,1,1,1,0
1112769,3,0,1,0
1113059,7,1,1,0
1113064,3,1,1,0
1113110,2,1,1,0
1113250,0,1,1,0
1113351,34,11,5,0
1113362,22,3,1,0
1113417,19,2,2,0
1113427,70,1,1,0
1113443,12,2,3,0
1113547,8,2,2,0
1113650,2,2,2,0
1113675,5,1,1,0
1113715,2,1,1,0
1114039,2,1,1,0
1114192,0,0,1,0
1114201,1,1,1,0
1114308,1,1,1,0
1114514,7,1,1,0
1114772,6,1,1,0
1114887,2,1,1,0
1115272,4,1,1,0
1115446,11,5,4,0
1115616,9,1,1,0
1115637,0,2,1,0
1115891,24,1,1,0
1115938,2,1,1,0
1115990,14,2,1,0
1116078,23,2,2,0
1116087,1,2,2,0
1116368,6,1,1,0
1116426,17,0,1,0
1116522,12,1,1,0
1116575,4,2,1,0
1116687,3,1,1,0
1116716,24,2,1,0
1116948,301,29,27,3
1117079,26,2,1,0
1117144,6,1,1,0
1117293,44,4,4,0
1117312,7,1,1,0
1117333,9,1,2,0
1117547,2,1,1,0
1117667,1,1,1,0
1117845,1,0,1,0
1118004,1,1,1,0
1118015,3,1,1,0
1118074,9,1,1,0
1118106,2,1,1,0
1118109,1,2,2,0
1118325,2,2,3,0
1118397,1,0,1,0
1118449,3,2,1,0
1118705,4,0,1,0
1119174,8,1,1,0
1119195,4,1,1,0
1119553,8,1,1,0
1119669,3,1,1,0
1119697,5,1,1,0
1119719,7,1,1,0
1119767,1,0,1,0
1119870,6,2,1,0
1119872,2,1,1,0
1119941,5,2,2,0
1120092,9,1,1,0
1120124,2,1,1,0
1120144,28,6,3,0
1120343,1,1,1,0
1120402,1,1,1,0
1120642,7,1,1,0
1120870,5,0,7,0
1121064,4,1,1,0
1121100,52,1,1,0
1121386,10,1,1,0
1121454,1,1,1,0
1121652,7,6,3,0
1121665,10,4,1,0
1121776,10,1,1,0
1121909,12,4,1,0
1122208,5,1,1,0
1122429,2,1,1,0
1122464,10,0,1,0
1122486,0,1,1,0
1122620,3,1,1,0
1122754,3,1,1,0
1122758,19,3,2,0
1122870,59,7,6,0
1122980,10,1,1,0
1123042,5,2,2,0
1123059,4,1,1,0
1123085,1,1,1,0
1123106,36,3,1,0
1123149,2,0,1,0
1123245,12,1,1,0
1123295,2,5,5,0
1123306,12,1,1,0
1123419,23,1,2,0
1123490,3,0,1,0
1123575,7,3,2,0
1123577,1,1,1,0
1123703,4,1,1,0
1123995,12,2,2,0
1124031,4,1,1,0
1124488,2,1,1,0
1124499,7,1,1,0
1124557,2,1,1,0
1124617,1,1,1,0
1124622,10,1,1,0
1124699,0,0,1,0
1124964,69,22,10,0
1125180,2,1,1,0
1125220,18,3,2,0
1125459,1,1,1,0
1125465,1,1,1,0
1125532,11,3,3,0
1125577,12,1,1,0
1125765,22,7,1,0
1125791,1,0,1,0
1125860,3,1,1,0
1125958,4,1,1,0
1126069,3,1,1,0
1126439,8,0,1,0
1126569,856,46,35,3
1126660,1,1,1,0
1126674,3,0,1,0
1126685,9,2,1,0
1126793,11,2,3,0
1126836,7,0,1,0
1126939,36,1,1,0
1126945,14,2,2,0
1127021,5,1,1,0
1127110,7,1,1,0
1127166,4,1,2,0
1127234,4,1,1,0
1127406,3,2,2,0
1127429,1,3,2,0
1127697,1,1,1,0
1127962,13,3,3,0
1128088,0,0,1,0
1128102,12,1,1,0
1128161,4,0,1,0
1128190,5,1,1,0
1128416,1,1,1,0
1128479,1,1,1,0
1128592,1,1,1,0
1128809,14,4,4,0
1128828,6,1,1,0
1128992,4,1,1,0
1129209,2,1,1,0
1129347,6,2,2,0
1129356,6,1,1,0
1129379,5,1,1,0
1129408,1,4,1,0
1129553,3,2,2,0
1129560,23,2,2,0
1129594,4,4,2,0
1129614,60,9,8,0
1129898,1,1,1,0
1130032,9,3,2,0
1130129,0,1,1,0
1130179,1,1,1,0
1130204,19,2,2,0
1130351,4,1,1,0
1130635,35,1,1,0
1130689,9,1,1,0
1130809,23,1,1,0
1130813,0,0,1,0
1130868,3,1,1,0
1131152,13,2,1,0
1131362,3,2,2,0
1131431,19,5,3,0
1131565,1,1,1,0
1131582,6,1,1,0
1131632,1,1,1,0
1131743,1,1,1,0
1131970,4,1,1,0
1132150,2,2,2,0
1132349,2,1,1,0
1132359,1,1,1,0
1132402,0,1,1,0
1132549,3,1,1,0
1132655,9,1,1,0
1132858,10,1,1,0
1132933,3,1,2,0
1132989,3,1,1,0
1133097,2,2,2,0
1133108,6,1,1,0
1133645,5,1,1,0
1133713,5,1,1,0
1134182,5,3,1,0
1134369,1,1,1,0
1134479,5,0,1,0
1134627,2,0,1,0
1134659,8,1,1,0
1134753,4,1,1,0
1134806,37,1,1,0
1134854,15,2,2,0
1134909,1,1,1,0
1134963,2,1,1,0
1134975,243,78,26,3
1134979,6,3,2,0
1135150,34,11,1,0
1135249,7,2,2,0
1135254,4,1,1,0
1135274,1,0,1,0
1135374,11,1,1,0
1135500,1,1,1,0
1135803,1,1,1,0
1135842,0,0,1,0
1135907,1,1,1,0
1136498,3,1,1,0
1136594,15,0,3,0
1136617,31,1,1,0
1136622,1,1,1,0
1136644,1,1,1,0
1136709,3,0,1,0
1136741,2,1,1,0
1136787,5,1,1,0
1136931,16,2,2,0
1137032,4,0,1,0
1137033,6,2,1,0
1137093,3,1,1,0
1137581,15,2,2,0
1137634,37,8,4,0
1137704,9,3,3,0
1137846,7,1,1,0
1137950,0,1,2,0
1137997,8,1,1,0
1138103,5,1,1,0
1138300,4,1,1,0
1138326,6,5,4,0
1138443,2,0,1,0
1138492,6,1,1,0
1138722,2,0,1,0
1139013,4,0,1,0
1139092,6,0,1,0
1139336,9,2,1,0
1139426,2,1,1,0
1139502,3,1,1,0
1139617,3,1,1,0
1139658,7,2,1,0
1139670,5,1,1,0
1139909,36,7,1,0
1140031,1,1,1,0
1140064,3,1,1,0
1140205,42,4,2,0
1140215,3,1,1,0
1140225,13,2,2,0
1140386,1,2,1,0
1140406,9,2,2,0
1140665,1,0,1,0
1140795,3,1,1,0
1140878,7,0,1,0
1140886,70,26,6,0
1141126,12,1,1,0
1141285,20,4,1,0
1141334,3,4,1,0
1141663,8,2,2,0
1141925,28,1,2,0
1142076,4,1,1,0
1142081,0,1,1,0
1142299,1,0,1,0
1142434,2,1,1,0
1142436,54,2,1,0
1142592,4,1,1,0
1143014,3,1,1,0
1143105,48,5,1,0
1143173,2,1,1,0
1143222,1,1,1,0
1143288,1,1,1,0
1143344,40,4,4,0
1143379,7,2,1,0
1143383,602,78,56,3
1143600,2,0,1,0
1143755,18,0,1,0
1143795,6,3,2,0
1143882,2,1,1,0
1143932,0,1,1,0
1144107,2,0,1,0
1144300,0,1,1,0
1144306,0,1,1,0
1144503,7,2,3,0
1144517,11,2,1,0
1144604,3,1,1,0
1144735,4,1,1,0
1144846,11,1,2,0
1144857,20,6,14,0
1144858,5,1,1,0
1144904,4,2,1,0
1145025,3,1,1,0
1145088,9,1,1,0
1145187,4,1,1,0
1145243,2,4,1,0
1145382,7,6,7,0
1145611,11,1,1,0
1145844,2,2,2,0
1145919,2,1,1,0
1146070,5,1,1,0
1146169,11,2,2,0
1146172,4,1,1,0
1146291,2,2,2,0
1146423,2,1,1,0
1146431,3,2,2,0
1146510,2,2,1,0
1146520,44,1,1,0
1146647,1,1,1,0
1146790,4,2,2,0
1146952,4,1,1,0
1147655,31,1,10,0
1148075,1,1,1,0
1148151,9,4,2,0
1148273,7,2,1,0
1148285,3,1,1,0
1148299,1,1,1,0
1148301,13,1,1,0
1148408,10,1,1,0
1148976,2,1,1,0
1149102,1,1,2,0
1149209,11,1,1,0
1149213,2,1,1,0
1149234,7,1,1,0
1149372,4,1,1,0
1149471,1,1,1,0
1149521,13,1,1,0
1149586,1,1,1,0
1149667,1,1,1,0
1149756,16,5,2,0
1149804,5,1,1,0
1149894,1,1,1,0
1150086,6479,719,559,1
1150088,2,1,1,0
1150405,0,3,3,0
1150455,3,1,1,0
1150460,4,1,1,0
1150478,4,1,1,0
1150514,2,1,1,0
1150613,2,1,1,0
1151093,6,1,1,0
1151581,2,1,1,0
1151604,2,1,2,0
1151703,5,1,1,0
1151781,8,1,1,0
1151782,14,1,1,0
1151882,1,1,1,0
1151933,1,1,1,0
1152128,1,1,1,0
1152259,4,1,1,0
1152318,9,1,1,0
1152346,2,1,1,0
1152367,3,1,1,0
1152432,2,0,1,0
1152644,9,2,1,0
1152738,8,1,3,0
1153013,6,1,1,0
1153047,3,1,1,0
1153138,4,1,1,0
1153145,1,1,1,0
1153460,9,1,1,0
1153564,20,18,6,0
1153702,8,2,1,0
1153783,1,1,1,0
1153970,2,1,1,0
1154301,1,1,1,0
1154309,2,1,1,0
1154310,2,1,1,0
1154334,0,1,1,0
1154431,2,1,1,0
1154710,37,3,1,0
1154784,5,1,1,0
1154800,1,1,1,0
1154951,2,1,1,0
1154973,2,1,1,0
1155030,5,2,2,0
1155466,21,0,1,0
1155475,3,1,2,0
1155647,7,6,3,0
1155663,0,1,1,0
1155978,8,1,1,0
1156452,5,3,2,0
1156525,30,3,4,0
1156674,3,2,2,0
1156860,10,8,2,0
1156870,2,2,2,0
1156938,7,0,1,0
1156969,5,0,1,0
1157108,1,0,1,0
1157167,2,3,2,0
1157291,2,1,1,0
1157313,6,1,1,0
1157385,8,1,1,0
1157587,2,1,1,0
1157842,4,1,1,0
1157950,4,1,1,0
1158076,2,1,1,0
1158127,16,1,3,0
1158402,10,1,1,0
1158677,2,1,1,0
1158831,0,1,1,0
1159125,11,1,1,0
1159485,25,1,1,0
1159592,14,3,2,0
1159609,2,1,1,0
1159681,1,1,1,0
1159713,2,1,1,0
1159752,1,1,1,0
1159765,4,1,1,0
1159847,7,0,1,0
1160112,0,2,2,0
1160258,21,4,2,0
1160338,0,1,1,0
1160346,0,0,1,0
1160402,2,1,1,0
1160440,6,1,1,0
1160836,18,2,1,0
1160882,5,1,1,0
1160955,3,0,1,0
1160976,1,1,1,0
1161147,2,1,1,0
1161163,1417,131,115,2
1161252,7,3,2,0
1161263,5,1,1,0
1161707,3,1,1,0
1161712,11,2,1,0
1161968,15,51,10,0
1161980,6,1,1,0
1162129,1,1,1,0
1162136,14,5,3,0
1162188,9,1,1,0
1162239,8,0,1,0
1162252,4,0,1,0
1162584,1,1,1,0
1162772,1,2,3,0
1162858,0,2,2,0
1162982,18,1,1,0
1163126,12,1,1,0
1163388,3,1,1,0
1163417,8,0,1,0
1163432,0,1,1,0
1163475,3,1,1,0
1163709,7,1,1,0
1163984,5,1,1,0
1163985,27,3,1,0
1164136,2,1,1,0
1164313,7,2,1,0
1164547,0,1,1,0
1164596,4,2,3,0
1164713,0,0,5,0
1164733,1,1,1,0
1164964,3,1,1,0
1165061,17,4,2,0
1165148,802,29,27,3
1165239,7,1,1,0
1165267,4,2,1,0
1165346,30,1,2,0
1165458,2,2,1,0
1165524,1,0,1,0
1165533,2,1,1,0
1165669,6,2,2,0
1165723,4,1,1,0
1165753,1,1,1,0
1165792,7,1,1,0
1165904,10,2,2,0
1165927,1,1,2,0
1165947,1,1,1,0
1165952,14,1,1,0
1166108,2,1,1,0
1166248,1,1,1,0
1166352,32,10,1,0
1166385,4,1,1,0
1166469,0,1,1,0
1166523,4,1,1,0
1166551,1,1,1,0
1166562,1,1,1,0
1166580,2,1,1,0
1166599,2,1,1,0
1166651,0,3,2,0
1166692,8,2,2,0
1166783,2,1,1,0
1166817,5,1,1,0
1166904,7,1,1,0
1166965,2,1,1,0
1167125,5,1,1,0
1167457,81,22,34,0
1167802,10,8,2,0
1167927,8,2,2,0
1168109,1,1,1,0
1168133,30,1,1,0
1168222,11,1,1,0
1168370,14,1,1,0
1168431,7,5,6,0
1168467,1,1,1,0
1168496,2,1,1,0
1168629,1,1,1,0
1168709,3,1,1,0
1168726,6,1,1,0
1168756,5,1,1,0
1168808,1,1,1,0
1168816,1,1,1,0
1169061,4,1,1,0
1169129,2,2,1,0
1169547,1,1,1,0
1169620,3,3,3,0
1169625,2,2,1,0
1169689,45,14,9,0
1169725,3,1,2,0
1169792,21,1,1,0
1169823,0,1,1,0
1169857,2,1,1,0
1169882,1,1,1,0
1169933,3,2,1,0
1169956,54,5,5,0
1170127,2,2,2,0
1170165,70,4,2,0
1170264,1,1,1,0
1170314,1,0,1,0
1170342,3,2,1,0
1170409,2,0,1,0
1170438,4,0,1,0
1170441,2,1,1,0
1170453,13,2,2,0
1170710,33,4,1,0
1170737,5,1,1,0
1170743,4,1,1,0
1170936,2,1,1,0
1170959,29,0,2,0
1171088,2,1,1,0
1171341,1,1,1,0
1171393,1,1,1,0
1171448,37,11,8,0
1171630,12,3,6,0
1171776,7,1,1,0
1171799,2,3,1,0
1171831,4,2,2,0
1171920,2,1,2,0
1171932,9,2,1,0
1171969,2,1,1,0
1172037,4,1,1,0
1172075,3,1,1,0
1172087,33,0,6,0
1172151,3,1,1,0
1172272,20,4,2,0
1172288,3,1,1,0
1172291,5,1,1,0
1172311,5,1,1,0
1172388,2,1,1,0
1172583,1,1,1,0
1172695,6,1,1,0
1172723,1,0,1,0
1172832,10,3,2,0
1172935,8,1,1,0
1172980,7,5,4,0
1173184,1,1,1,0
1173192,1,1,1,0
1173255,3,2,2,0
1173322,0,1,1,0
1173362,1,1,1,0
1173466,2,1,1,0
1173572,7,1,1,0
1174264,3,1,1,0
1174308,9,1,1,0
1174383,16,1,1,0
1174600,1,2,2,0
1174786,1,1,1,0
1174875,2,1,1,0
1174876,3,1,1,0
1174955,5,2,2,0
1175111,1,1,2,0
1175295,1,1,1,0
1175322,3,1,1,0
1175330,3,1,1,0
1175373,2,1,1,0
1175423,3,1,1,0
1175440,7,8,3,0
1175636,18,9,1,0
1175703,8,1,1,0
1175740,4,1,1,0
1175782,1,1,1,0
1175856,1,1,1,0
1175941,20,0,1,0
1176032,2,1,1,0
1176079,3,1,1,0
1176366,4,1,1,0
1176392,8,4,3,0
1176490,11,1,1,0
1176501,5,1,1,0
1176550,21,2,2,0
1176826,88,5,2,0
1176865,1,1,1,0
1176899,16,2,1,0
1176924,1,1,1,0
1177041,3,1,1,0
1177212,0,1,1,0
1177288,5,2,2,0
1177519,9,1,1,0
1177596,3,1,1,0
1177689,2,1,1,0
1177847,2,1,1,0
1178073,54,17,16,0
1178082,1,1,1,0
1178186,2,1,1,0
1178290,55,3,2,0
1178494,8,2,2,0
1178506,5,1,1,0
1179005,31,19,14,0
1179018,1,1,1,0
1179141,4,0,2,0
1179152,1,1,1,0
1179262,3,0,1,0
1179331,8,3,2,0
1179416,1,2,2,0
1179500,2,1,1,0
1179650,0,3,1,0
1179782,2,1,1,0
1180041,10,11,3,0
1180110,20,0,1,0
1180229,3,1,1,0
1180266,2,0,1,0
1180332,4,1,1,0
1180439,16,1,1,0
1180731,1,1,1,0
1180838,0,1,1,0
1180950,33,2,1,0
1181007,1,0,1,0
1181200,56,0,1,0
1181206,3,2,2,0
1181395,7,1,1,0
1181406,14,3,3,0
1181719,2,1,1,0
1181848,23,4,2,0
1182324,3,2,1,0
1182649,3,1,1,0
1182823,2,1,1,0
1183087,7,3,2,0
1183092,14,5,1,0
1183199,4,1,1,0
1183236,1,1,1,0
1183250,0,1,1,0
1183412,6,3,1,0
1183536,3,1,1,0
1183717,1,0,1,0
1183769,1,1,1,0
1183770,8,1,2,0
1183793,1,1,1,0
1183796,19,1,1,0
1183811,6,1,1,0
1183850,6,1,1,0
1183876,3,2,1,0
1183970,22,1,1,0
1184189,4,1,1,0
1184275,5,1,1,0
1184315,5,5,2,0
1184363,3,1,1,0
1184392,3,1,1,0
1184428,4,2,2,0
1184443,5,1,1,0
1184602,0,3,1,0
1184848,1,1,1,0
1185078,2,0,1,0
1185234,326,15,6,0
1185548,11,3,1,0
1185744,1,1,1,0
1185940,1,1,1,0
1186185,10,1,1,0
1186376,2,1,1,0
1186389,3,1,1,0
1186423,20,1,1,0
1187034,3,1,1,0
1187102,4,2,2,0
1187124,4,1,1,0
1187633,2,1,1,0
1187718,6,0,1,0
1187748,4,0,1,0
1187853,7,1,1,0
1187858,10,1,1,0
1187986,51,7,4,0
1187988,2,1,1,0
1187998,22,1,1,0
1188257,17,2,2,0
1188331,1,1,1,0
1188424,3,2,1,0
1188496,1,1,1,0
1188952,96,14,4,0
1188968,4,2,2,0
1189000,3,1,1,0
1189129,13,2,2,0
1189297,4,1,1,0
1189339,33,7,4,0
1189458,1,0,1,0
1189567,1,2,2,0
1189599,14,1,1,0
1189650,1,1,1,0
1189783,2,0,1,0
1189991,8,1,1,0
1190064,4,2,1,0
1190446,22,2,2,0
1190478,1,0,1,0
1190624,26,1,1,0
1190733,1,1,1,0
1190799,0,1,1,0
1190835,5,1,1,0
1190855,47,20,14,0
1190861,1,1,1,0
1191192,2,1,1,0
1191301,3,1,1,0
1191434,22,2,2,0
1191809,7,2,2,0
1191828,1,1,1,0
1191985,1,1,1,0
1192181,1,1,1,0
1192199,1,1,1,0
1192236,3,1,1,0
1192245,7,2,1,0
1192524,8,1,1,0
1192567,1,1,1,0
1192580,6,1,1,0
1193129,1,1,1,0
1193534,1,1,1,0
1193568,1,0,1,0
1193588,9,0,3,0
1193750,2,1,1,0
1193771,6,1,2,0
1193786,2,1,1,0
1193899,1,1,1,0
1193956,11,1,1,0
1194230,4,1,1,0
1194261,4,1,2,0
1194295,5,1,1,0
1194303,9,1,1,0
1194376,8,1,1,0
1194505,1,1,1,0
1194554,4,1,1,0
1194567,1,1,1,0
1194654,3,1,2,0
1195211,0,1,1,0
1195388,7,2,1,0
1195558,2,1,1,0
1195643,4,1,1,0
1195833,1,1,1,0
1195928,11,1,1,0
1195980,108,1,1,0
1196160,3,1,1,0
1196189,13,1,1,0
1196322,4,2,1,0
1196552,9,1,1,0
1196616,20,2,1,0
1196715,3,1,1,0
1196748,2,1,1,0
1196832,9,3,1,0
1196942,2,1,1,0
1197194,7,2,1,0
1197341,2,1,1,0
1197343,84,23,22,0
1197479,10,1,1,0
1197550,6,2,2,0
1197629,1,1,1,0
1197647,10,2,2,0
1197809,0,3,3,0
1197857,1,1,1,0
1197875,2,1,1,0
1198094,7,1,1,0
1198289,1,1,1,0
1198949,14,2,2,0
1199061,3,2,1,0
1199079,4,0,1,0
1199094,1,1,1,0
1199130,2,2,2,0
1199182,1,1,1,0
1199268,2,1,1,0
1199413,17,1,1,0
1199640,1,7,4,0
1199945,1,0,1,0
1200007,4,1,1,0
1200257,7,1,2,0
1200339,24,2,2,0
1200508,1,1,1,0
1200651,1,1,1,0
1200726,15,3,2,0
1201435,2,1,1,0
1201458,0,1,1,0
1201579,3,1,1,0
1201694,25,1,1,0
1202066,12,3,2,0
1202094,6,1,1,0
1202248,5,1,1,0
1202318,5,1,1,0
1202351,5,1,3,0
1202511,3,2,2,0
1202903,1,0,1,0
1202977,0,1,1,0
1203091,5,1,1,0
1203145,5,1,1,0
1203176,1,1,1,0
1203225,0,1,1,0
1203367,0,1,2,0
1203461,9,5,1,0
1203467,2,1,1,0
1203677,22,1,1,0
1203683,15,1,1,0
1203751,24,2,1,0
1203891,6,1,1,0
1204011,6,2,2,0
1204153,1,1,1,0
1204265,6,0,1,0
1204351,4,1,1,0
1204368,5,1,1,0
1204372,8,2,3,0
1204493,1,1,1,0
1204946,33,1,1,0
1204969,1,1,1,0
1205120,3,1,1,0
1205233,9,6,3,0
1205291,9,1,1,0
1205376,2,1,1,0
1205631,3,1,1,0
1206028,4,1,1,0
1206138,10,2,2,0
1206306,2,1,1,0
1206408,3,0,1,0
1206421,4,1,1,0
1206508,5,1,1,0
1206600,2,1,1,0
1206613,4,1,1,0
1206788,17,1,1,0
1206805,2,2,2,0
1206877,11,4,2,0
1206962,1,0,1,0
1206963,1,10,4,0
1207006,5,1,1,0
1207222,4,3,3,0
1207232,2,1,1,0
1207286,3,0,1,0
1207332,9,1,1,0
1207439,2,0,1,0
1207614,6,1,1,0
1207662,1,1,1,0
1207835,1,2,2,0
1207863,7,1,1,0
1207981,2,1,1,0
1208048,1,1,1,0
1208148,7,3,3,0
1208219,8,0,1,0
1208229,14,1,1,0
1208486,9,1,1,0
1208531,22,1,1,0
1208747,2,1,1,0
1208868,1,1,1,0
1208957,4,1,1,0
1209226,0,1,1,0
1209311,16,1,1,0
1209444,6,1,1,0
1209676,9,1,1,0
1209685,3,1,1,0
1209965,4,4,3,0
1209995,5,2,2,0
1210029,0,0,1,0
1210136,46,16,13,0
1210476,1,1,1,0
1210592,1,1,1,0
1211071,4,1,1,0
1211110,20,1,1,0
1211344,0,1,1,0
1211623,4,2,1,0
1211914,17,2,2,0
1211924,1,1,1,0
1212037,1,1,1,0
1212041,2,1,1,0
1212071,8,2,1,0
1212080,8,1,1,0
1212426,1,1,1,0
1212549,6,1,1,0
1212631,0,1,1,0
1212730,1,1,1,0
1212999,27,34,24,0
1213112,10,2,1,0
1213114,9,2,2,0
1213184,5,1,1,0
